-1000.2701416	5521.87890625	11.8629722595
-1000.32263184	5521.57910156	11.8604202271
-1000.37762451	5521.27050781	11.8588504791
-1000.43896484	5520.92626953	11.8566236496
-1000.50183105	5520.57373047	11.8544855118
-1000.55517578	5520.26708984	11.8506269455
-1000.61035156	5519.95410156	11.8485517502
-1000.67126465	5519.60546875	11.846326828
-1000.72949219	5519.26806641	11.8438720703
-1000.78259277	5518.95751953	11.8413152695
-1000.83349609	5518.65820312	11.8389425278
-1000.88378906	5518.36230469	11.8366088867
-1000.95275879	5517.95556641	11.8333902359
-1001.00854492	5517.62597656	11.8308811188
-1001.06530762	5517.29052734	11.8284692764
-1001.14038086	5516.84667969	11.8252487183
-1001.19897461	5516.50048828	11.8224420547
-1001.25280762	5516.18115234	11.819694519
-1001.32958984	5515.72509766	11.8158798218
-1001.40197754	5515.29638672	11.8128604889
-1001.47369385	5514.87109375	11.8095340729
-1001.55834961	5514.37011719	11.8067808151
-1001.63745117	5513.90185547	11.8042345047
-1001.69030762	5513.58886719	11.8023929596
-1001.74414062	5513.27246094	11.8003406525
-1001.84234619	5512.69140625	11.796204567
-1001.89886475	5512.35888672	11.7938432693
-1001.95507812	5512.02783203	11.791516304
-1002.0144043	5511.67773438	11.789065361
-1002.07720947	5511.30859375	11.786485672
-1002.15606689	5510.84423828	11.7832202911
-1002.22070312	5510.46386719	11.78054142
-1002.28326416	5510.09472656	11.7779531479
-1002.34765625	5509.71582031	11.7752952576
-1002.40649414	5509.36914062	11.7728004456
-1002.48864746	5508.88427734	11.7692699432
-1002.5513916	5508.51367188	11.7665548325
-1002.62597656	5508.07324219	11.7632770538
-1002.67791748	5507.76611328	11.7609920502
-1002.73632812	5507.41943359	11.758441925
-1002.81335449	5506.96337891	11.7551078796
-1002.89031982	5506.50537109	11.7518024445
-1002.9654541	5506.05810547	11.7485771179
-1003.05004883	5505.55371094	11.7446756363
-1003.13232422	5505.0625	11.7408332825
-1003.21398926	5504.57519531	11.7371339798
-1003.29510498	5504.08886719	11.7334470749
-1003.37585449	5503.60351562	11.7295742035
-1003.46020508	5503.09716797	11.7260141373
-1003.53948975	5502.61962891	11.7238864899
-1003.62390137	5502.11035156	11.7217597961
-1003.71911621	5501.53417969	11.7190208435
-1003.79956055	5501.04785156	11.7166175842
-1003.88348389	5500.54101562	11.7142391205
-1003.94714355	5500.15429688	11.7130088806
-1004.01269531	5499.75683594	11.7116918564
-1004.081604	5499.33691406	11.7095775604
-1004.14453125	5498.95410156	11.7072849274
-1004.19348145	5498.65576172	11.7056331635
-1004.28594971	5498.09326172	11.7031908035
-1004.38336182	5497.49951172	11.7009468079
-1004.47937012	5496.9140625	11.6986150742
-1004.52978516	5496.60644531	11.6973628998
-1004.62579346	5496.02148438	11.6949996948
-1004.68280029	5495.67480469	11.6937799454
-1004.77539062	5495.10986328	11.6926364899
-1004.86877441	5494.54248047	11.6916923523
-1004.9262085	5494.19287109	11.6907777786
-1005.02746582	5493.57666016	11.6884737015
-1005.12036133	5493.01171875	11.685798645
-1005.17712402	5492.66601562	11.6840343475
-1005.23760986	5492.29541016	11.6824417114
-1005.33154297	5491.72412109	11.6804256439
-1005.45629883	5490.96289062	11.6776161194
-1005.57098389	5490.26171875	11.6746149063
-1005.61981201	5489.96289062	11.6731929779
-1005.67858887	5489.60302734	11.6706619263
-1005.72924805	5489.29296875	11.6678228378
-1005.81774902	5488.75048828	11.6646509171
-1005.87023926	5488.42871094	11.6634426117
-1005.92333984	5488.10302734	11.6608886719
-1006.01867676	5487.51708984	11.6554174423
-1006.11303711	5486.93798828	11.6508865356
-1006.19995117	5486.40283203	11.6467609406
-1006.28936768	5485.85107422	11.6425056458
-1006.35339355	5485.45458984	11.6385822296
-1006.41485596	5485.07373047	11.6353502274
-1006.47583008	5484.69482422	11.6323165894
-1006.53179932	5484.34716797	11.6303291321
-1006.61529541	5483.82666016	11.6291837692
-1006.68865967	5483.36962891	11.6281013489
-1006.75720215	5482.94140625	11.6265850067
-1006.82324219	5482.53027344	11.6249446869
-1006.8862915	5482.13671875	11.6234664917
-1006.95214844	5481.7265625	11.6217861176
-1007.01477051	5481.33496094	11.6191749573
-1007.06970215	5480.99121094	11.6165809631
-1007.12799072	5480.62695312	11.6140766144
-1007.1998291	5480.17675781	11.6115007401
-1007.25531006	5479.83007812	11.6099224091
-1007.30865479	5479.49658203	11.6087703705
-1007.37438965	5479.08447266	11.6049985886
-1007.43713379	5478.69140625	11.5994529724
-1007.48724365	5478.37744141	11.5967578888
-1007.56671143	5477.87841797	11.5935697556
-1007.62005615	5477.54394531	11.5911054611
-1007.70050049	5477.0390625	11.5870313644
-1007.75695801	5476.68505859	11.584239006
-1007.81536865	5476.31835938	11.5813941956
-1007.86987305	5475.97558594	11.5786838531
-1007.9296875	5475.59814453	11.5756378174
-1007.99890137	5475.16210938	11.5721187592
-1008.05822754	5474.78857422	11.5692081451
-1008.121521	5474.390625	11.5663394928
-1008.18035889	5474.02001953	11.5637073517
-1008.25811768	5473.52880859	11.5597248077
-1008.3237915	5473.11425781	11.5560798645
-1008.39611816	5472.65673828	11.5521945953
-1008.46343994	5472.23046875	11.5487604141
-1008.5322876	5471.79541016	11.5456428528
-1008.58831787	5471.44140625	11.5431747437
-1008.63848877	5471.12451172	11.5409526825
-1008.72436523	5470.58105469	11.5373353958
-1008.79711914	5470.12060547	11.5342493057
-1008.87084961	5469.65332031	11.5311393738
-1008.96533203	5469.0546875	11.5272941589
-1009.07806396	5468.33935547	11.5229091644
-1009.16271973	5467.80273438	11.5210027695
-1009.23681641	5467.33300781	11.5195064545
-1009.29748535	5466.94824219	11.5179424286
-1009.35290527	5466.59765625	11.5160961151
-1009.41192627	5466.22363281	11.5138397217
-1009.4887085	5465.73779297	11.5110969543
