FolderPath,PrefabName,InitPos,InitRot,GameObjectName
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5431.fbx,1011.5500436124074/1.82760370723787/-3335.5611535019266,0.0/198.353056/0.0,B319AS300592
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5431.fbx,1097.491297276268/1.5808538293156722/-3154.7169151971007,0.0/202.994093/0.0,B319AS300591
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5431.fbx,1104.6307931255167/1.5731042718364838/-3141.908077304103,0.0/208.913664/0.0,B319AS300590
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5372.fbx,1167.6537881624552/1.5578531121689072/-3047.708370252643,0.0/208.793013/0.0,B319AS300589
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5381.fbx,1164.9412789749542/1.4863523339678872/-3045.990352676991,0.0/208.836160/0.0,B319AS300588
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5373.fbx,1161.8262887354463/1.4063543176001283/-3044.7769737721906,0.0/208.911806/0.0,B319AS300587
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5373.fbx,1158.8938088767384/1.3458532189775279/-3043.2978477939855,0.0/209.239889/0.0,B319AS300586
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5392.fbx,1177.4535318736473/1.435353646226128/-3029.502925916607,0.0/208.793013/0.0,B319AS300585
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5382.fbx,1176.3458048236541/1.2668527459602048/-3018.024898574715,0.0/28.432958/0.0,B319AS300584
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5381.fbx,1179.2622782148221/1.3548520898214673/-3019.450313614066,0.0/208.567590/0.0,B319AS300583
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5373.fbx,1268.4695383524531/1.2853521203467124/-2776.254146596644,0.0/197.473649/0.0,B319AS300582
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5373.fbx,1275.974787376154/1.3448518609507933/-2747.094356554028,0.0/197.473649/0.0,B319AS300581
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_5431.fbx,1305.2972895134797/2.5036023950102084/-2344.57885362163,0.0/177.469035/0.0,B319AS300580
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_534.fbx,847.2694563850357/2.744098692673846/-3760.1121436998997,0.0/202.032605/0.0,B319AS300197
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_534.fbx,850.2505448967291/2.8980813513135657/-3801.923669456097,0.0/21.766169/0.0,B319AS300196
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_534.fbx,1044.4914274203998/9.816048499019336/-5243.914008501233,0.0/5.528073/0.0,B319AS300167
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,1043.4535287666429/9.810240347259038/-5240.686572637137,0.0/5.528073/0.0,B319AS300166
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,1043.7621654531033/9.788349749609488/-5236.495098459539,0.0/5.528073/0.0,B319AS300165
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_534.fbx,1023.007242735717/9.799812120480073/-5241.84374117091,0.0/185.645843/0.0,B319AS300164
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,1024.0368636229896/9.79011051400289/-5238.8575994660505,0.0/185.645843/0.0,B319AS300163
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,1024.3982180338026/9.749641290316237/-5234.622997725508,0.0/185.645843/0.0,B319AS300162
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_534.fbx,1044.1165945829364/6.655091112137854/-4881.88880563291,0.0/353.938667/0.0,B319AS300161
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_534.fbx,1029.7485331162727/6.682680969312637/-4883.875082030775,0.0/177.009950/0.0,B319AS300160
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,1029.885046962156/6.690808098623725/-4887.168404981501,0.0/177.009950/0.0,B319AS300159
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,1030.879998411166/6.722907782849094/-4891.322350868354,0.0/176.612206/0.0,B319AS300158
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,1044.875625574101/6.685169918105449/-4889.424833599199,0.0/353.938667/0.0,B319AS300157
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,1044.4551488984216/6.663403621337833/-4885.123357908043,0.0/353.938667/0.0,B319AS300156
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_534.fbx,1022.7376169017068/6.515324073464808/-4859.688237174123,0.0/172.655765/0.0,B319AS300155
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,1022.6773201151227/6.525764568648959/-4856.319201937394,0.0/170.861582/0.0,B319AS300154
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,1021.9543083703601/6.512165057990194/-4852.149374865936,0.0/170.861582/0.0,B319AS300153
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_534.fbx,1036.661144506425/6.576666346859769/-4857.835140577911,0.0/178.664330/0.0,B319AS300152
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,1036.21773035479/6.563037094468045/-4854.467128116977,0.0/176.730925/0.0,B319AS300151
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,1035.5174653100567/6.551071787442148/-4850.275455846151,0.0/176.730925/0.0,B319AS300150
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_534.fbx,1012.2591058752051/5.6694239723399535/-4666.5719225197745,0.0/0.0/0.0,B319AS300149
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_534.fbx,989.9570689517349/5.668485503042767/-4645.056470097338,0.0/164.449785/0.0,B319AS300148
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_534.fbx,1007.9143332912408/5.535832615218547/-4645.6219442806805,0.0/0.0/0.0,B319AS300147
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,990.2883904148687/5.658037289398047/-4641.948711521219,0.0/164.449785/0.0,B319AS300146
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,988.0484583349888/5.658629185884697/-4638.361757422351,0.0/164.449785/0.0,B319AS300145
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_534.fbx,829.9001886996291/3.8963987943015943/-4231.206145483988,0.0/167.488729/0.0,B319AS300144
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,830.6282602068005/3.957116882852996/-4238.466822396024,0.0/166.035783/0.0,B319AS300143
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,830.1137286197235/3.918374426230814/-4234.231522997362,0.0/167.488729/0.0,B319AS300142
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_534.fbx,821.2254594635485/3.840079674431852/-4201.9208298005615,0.0/167.488729/0.0,B319AS300141
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,819.5605559839114/3.802039284236751/-4199.067774219976,0.0/167.488729/0.0,B319AS300140
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,818.4342801621603/3.845579270825755/-4194.903074623144,0.0/167.488729/0.0,B319AS300139
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_534.fbx,837.2580382821957/2.921178476434556/-3796.5109157373945,0.0/25.971988/0.0,B319AS300138
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,834.0339662930187/2.913484379484107/-3803.118540496049,0.0/202.032605/0.0,B319AS300137
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,835.4898691485715/2.9109841972015382/-3799.148703870024,0.0/202.032605/0.0,B319AS300136
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,848.1286364680292/2.9267979859458033/-3804.3774151658185,0.0/21.766169/0.0,B319AS300135
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,848.2709704504731/2.902764618713849/-3809.030455599794,0.0/21.779506/0.0,B319AS300134
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_534.fbx,860.8018206575534/2.782882960615965/-3766.287072227355,0.0/203.324016/0.0,B319AS300133
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_534.fbx,958.0256863121942/2.0513939253069093/-3555.409343358812,0.0/0.0/0.0,B319AS300132
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_534.fbx,936.2089362499405/2.181613371160973/-3560.358573123793,0.0/201.837803/0.0,B319AS300131
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_534.fbx,945.7800633794251/2.0963201130057914/-3537.6868660557247,0.0/19.105702/0.0,B319AS300130
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_534.fbx,983.0273370643829/2.0094616515813093/-3428.141017802967,0.0/199.931067/0.0,B319AS300129
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_534.fbx,998.7047112116326/1.9826928141492752/-3435.1062026893933,0.0/21.740040/0.0,B319AS300128
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_534.fbx,991.7842598987451/1.880602076294227/-3392.10167191081,0.0/199.931067/0.0,B319AS300127
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_534.fbx,1007.5222907999145/2.001981233821625/-3398.6720805136,0.0/203.792837/0.0,B319AS300126
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,848.9688824805891/2.739641782215227/-3757.452888593365,0.0/202.032605/0.0,B319AS300125
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,849.4678882199065/2.70909030044223/-3753.0145217606027,0.0/202.198973/0.0,B319AS300124
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,861.6301316092218/2.785920271595265/-3763.2615735557047,0.0/203.324016/0.0,B319AS300123
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,862.6290235564956/2.7955128203185686/-3759.0557915762406,0.0/203.324016/0.0,B319AS300122
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,933.6140380858826/2.2365879109024203/-3567.5061777121855,0.0/201.837803/0.0,B319AS300121
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,934.6145026759958/2.214602911205276/-3563.4192117096904,0.0/201.837803/0.0,B319AS300120
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,947.1087955187127/2.114001530575593/-3530.4583346455274,0.0/201.046187/0.0,B319AS300119
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,946.5314433141466/2.1067940072853744/-3534.770162704584,0.0/201.046187/0.0,B319AS300118
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,995.949766051201/1.98822337750944/-3441.8167055980975,0.0/22.830585/0.0,B319AS300117
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,996.4885892099923/2.0142225166892818/-3437.4829963527404,0.0/22.315442/0.0,B319AS300116
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,981.4639949791742/2.035456875326086/-3435.4168238728407,0.0/199.931067/0.0,B319AS300115
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,981.5361105321525/1.9990914373275566/-3430.7955845248716,0.0/199.931067/0.0,B319AS300114
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,994.7005132966398/1.9005740639823796/-3389.98499308698,0.0/199.931067/0.0,B319AS300113
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,995.714753385843/1.885625698683743/-3385.862409076677,0.0/199.931067/0.0,B319AS300112
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,1010.1584870010923/2.0272594575009464/-3391.872530371548,0.0/203.792837/0.0,B319AS300111
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,1009.1376166714906/2.018091077562923/-3396.0522250730273,0.0/24.366282/0.0,B319AS300110
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,1085.0640308928103/1.5685741267283506/-3249.45730427366,0.0/0.0/0.0,B319AS300109
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,1053.8915613343788/1.6305870614977787/-3225.135618569455,0.0/0.0/0.0,B319AS300108
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_534.fbx,1122.768590773254/1.5209342593956063/-3115.469886593445,0.0/208.777842/0.0,B319AS300107
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_534.fbx,1139.8274287856036/1.579934858264401/-3125.1825509753635,0.0/28.889093/0.0,B319AS300106
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,1136.4232153793973/1.5921539956645994/-3131.5937825026963,0.0/28.889093/0.0,B319AS300105
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,1138.0826174927947/1.589471932806374/-3127.6855808966134,0.0/28.889093/0.0,B319AS300104
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,1119.7668139181696/1.5528334302892126/-3122.0696143027,0.0/208.880405/0.0,B319AS300103
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,1121.0114837642946/1.5255712628488192/-3117.9686841693674,0.0/208.777842/0.0,B319AS300102
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_534.fbx,1164.1728027846666/1.4147701113700382/-3062.6599425911472,0.0/205.199132/0.0,B319AS300101
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,1158.8141224611134/1.3809329377856299/-3053.1382956302095,0.0/208.777842/0.0,B319AS300100
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,1158.081326346754/1.3872769670973304/-3056.4160985740855,0.0/208.777842/0.0,B319AS300099
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,1174.9272988110897/1.3964697316841297/-3065.59989985327,0.0/28.889093/0.0,B319AS300098
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,1175.7651011723399/1.3919383409103148/-3062.357932356639,0.0/28.889093/0.0,B319AS300097
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,1232.0550673776304/0.8793752122644959/-2857.860865466668,0.0/0.0/0.0,B319AS300096
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,1235.286539002473/0.9104008628305443/-2858.433772960702,0.0/0.0/0.0,B319AS300095
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,1274.4303514167987/0.8760555326986316/-2879.8559392032084,0.0/0.0/0.0,B319AS300094
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,1270.4780288430188/0.9118801938751042/-2878.5291086013253,0.0/0.0/0.0,B319AS300093
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_534.fbx,1307.8834251012083/1.5510756501106573/-2664.2044710428863,0.0/196.102555/0.0,B319AS300092
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,1301.9916256693114/1.5131700992313306/-2664.5833032219466,0.0/188.710168/0.0,B319AS300091
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,1301.835882949295/1.523358688209653/-2668.062889358887,0.0/188.710168/0.0,B319AS300090
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,1315.7884646406471/1.560138328892376/-2670.0083169708923,0.0/8.751888/0.0,B319AS300089
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,1315.820406433605/1.5368481324811618/-2673.4747917915874,0.0/8.751888/0.0,B319AS300088
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_534.fbx,1313.544784935298/1.675231629157653/-2633.569328703428,0.0/188.710168/0.0,B319AS300087
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,1303.3683471751103/1.6697030513009752/-2626.093575231036,0.0/188.710168/0.0,B319AS300086
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,1303.669372458496/1.667874324493371/-2629.37632477003,0.0/188.710168/0.0,B319AS300085
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,1318.9399827663842/1.6667329824612465/-2631.7638614446378,0.0/8.751888/0.0,B319AS300084
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,1318.2853949688622/1.6793221491508021/-2628.3694648646524,0.0/8.751888/0.0,B319AS300083
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_534.fbx,1317.113068232225/2.8441282363188933/-2308.6885430300244,0.0/174.580427/0.0,B319AS300082
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,1324.2409942597692/2.739522447918815/-2312.2698722222876,0.0/354.583823/0.0,B319AS300081
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,1325.5233254379525/2.7032989522956345/-2316.4273535580774,0.0/354.583823/0.0,B319AS300080
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,1309.1601600271683/2.71181420593137/-2318.2700041432004,0.0/177.427111/0.0,B319AS300079
Assets/1_Module/Map/MapManagerModule/RoadObject/Models/KR_SurfaceMarking/KR,05_SurfMark_533.fbx,1308.349902080805/2.708644504067487/-2314.094468799714,0.0/176.446430/0.0,B319AS300078
